## scal_lengths_cf.dat using only 1 fishery and 1 survey 
# nLenSeries
4
# nLenBins
54
# firstBin
1 1 2 5 
# lastBin
54 54 36 42 
# binSize
5
# sizeLimit
81 81 81 81 
# lenIndex
1 2 3 4 
# lenLikeWeight
1 1 1 1 
# minLen
11 11 11 11 
# maxLen
276 276 276 276 
# lenFirstYear
19 18 1 29 
# lenLastYear
44 44 44 44 
# startBins
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 -1 -1 14 14 13 15 14 14 14 14 14 14 14 14 14 14 14 14 14 14 13 14 14 14 14 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6 5 6 7 6 7 7 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 14 -1 -1 -1 -1 -1 14 -1 -1 -1 
4 2 3 3 4 2 1 2 4 5 3 4 6 4 4 2 2 4 1 3 3 5 3 5 5 5 4 4 2 4 -1 3 5 4 1 1 4 4 4 4 1 2 2 2 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 3 10 10 10 10 11 10 10 10 10 10 10 7 10 10 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 14 -1 14 15 14 15 15 14 14 14 14 15 15 14 14 15 15 14 15 14 13 14 14 14 15 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 -1 -1 9 8 11 2 7 12 8 9 -1 -1 -1 -1 -1 -1 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 
1 2 1 3 3 1 4 2 4 6 3 4 1 5 5 2 1 4 4 3 1 3 4 4 3 3 5 4 1 3 -1 2 5 4 3 3 4 1 4 4 1 1 2 2 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7 10 11 10 10 10 11 10 10 10 10 10 11 7 10 10 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 15 -1 12 11 13 13 11 12 13 11 12 13 12 11 12 12 12 11 12 11 10 10 10 9 10 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13 -1 16 7 5 4 2 6 6 7 9 -1 -1 9 8 -1 -1 5 6 -1 -1 -1 -1 -1 -1 -1 6 4 -1 7 
1 2 1 3 3 1 1 2 4 5 3 4 1 4 4 2 2 4 1 3 1 1 3 4 1 4 4 1 2 3 2 2 5 4 1 3 1 1 4 1 1 1 2 2 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7 5 6 7 6 5 8 5 5 5 5 6 5 6 5 5 
# endBins
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 29 -1 -1 30 29 27 25 25 23 24 25 25 28 27 28 26 28 26 26 29 27 25 25 25 26 26 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 27 28 25 28 32 25 25 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 -1 -1 -1 -1 -1 20 -1 -1 -1 
21 15 14 16 15 11 13 13 22 17 18 22 26 14 26 19 17 14 18 16 14 14 15 17 17 17 16 17 19 14 -1 16 17 17 15 17 17 19 18 18 21 18 18 19 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19 22 20 20 21 24 22 21 25 24 23 20 20 21 21 20 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 40 40 -1 33 37 37 31 27 31 29 33 34 36 37 35 35 37 37 37 38 37 35 33 34 35 35 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42 -1 -1 27 35 38 29 43 35 37 28 -1 -1 -1 -1 -1 -1 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38 
12 11 18 13 13 12 17 21 16 23 21 29 19 26 21 19 18 11 13 17 15 15 31 15 21 26 15 19 19 22 -1 17 27 19 19 30 28 29 19 34 19 21 25 24 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 32 34 33 29 29 28 29 29 33 30 30 28 28 30 31 31 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38 38 -1 33 36 31 30 28 28 30 30 32 34 34 32 32 32 34 34 37 35 33 32 33 33 34 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 40 -1 21 35 35 34 28 42 32 35 28 -1 -1 21 26 -1 -1 27 29 -1 -1 -1 -1 -1 -1 -1 22 21 -1 37 
21 15 18 16 15 12 17 21 22 17 18 29 26 26 26 19 18 14 18 17 15 15 31 28 21 26 16 19 19 22 19 17 27 19 19 30 28 19 19 21 21 19 21 20 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31 26 28 26 27 27 29 27 27 28 28 26 26 28 27 27 
# nObsBins
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19 -1 -1 17 16 15 11 12 10 11 12 12 15 14 15 13 15 13 13 16 14 13 12 12 13 13 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 24 20 22 27 19 19 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 -1 -1 -1 -1 -1 7 -1 -1 -1 
18 14 12 14 12 10 13 12 19 13 16 19 21 11 23 18 16 11 18 14 12 10 13 13 13 13 13 14 18 11 -1 14 13 14 15 17 14 16 15 15 21 17 17 18 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 20 11 11 12 15 12 12 16 15 14 11 11 15 12 11 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31 27 -1 20 23 24 17 13 18 16 20 21 22 23 22 22 23 23 24 24 24 23 20 21 22 21 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28 -1 -1 19 28 28 28 37 24 30 20 -1 -1 -1 -1 -1 -1 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 24 
12 10 18 11 11 12 14 20 13 18 19 26 19 22 17 18 18 8 10 15 15 13 28 12 19 24 11 16 19 20 -1 16 23 16 17 28 25 29 16 31 19 21 24 23 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 26 25 23 20 20 19 19 20 24 21 21 19 18 24 22 22 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 29 24 -1 22 26 19 18 18 17 18 20 21 22 23 22 21 21 23 24 26 25 24 23 24 25 25 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28 -1 6 29 31 31 27 37 27 29 20 -1 -1 13 19 -1 -1 23 24 -1 -1 -1 -1 -1 -1 -1 17 18 -1 31 
21 14 18 14 13 12 17 20 19 13 16 26 26 23 23 18 17 11 18 15 15 15 29 25 21 23 13 19 18 20 18 16 23 16 19 28 28 19 16 21 21 19 20 19 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 25 22 23 20 22 23 22 23 23 24 24 21 22 23 23 23 
# lenObsProp_m1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0206377823669091 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0165264439532289 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.00745835570074799 -1 -1 -1 -1 0.0412049457965355 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0348279008744157 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0476084106762805 -1 -1 0.0285112664328409 0.0161548032609537 0.0770259051239242 -1 0.0306187469857744 0.0776312064911295 0.0482141845954053 0.0551294195430373 0.0481737505388789 0.0320046077192981 0.0494661295878313 0.0402278593716759 0.0484681973790559 0.0168239529635657 0.0234150248138953 0.0239436592477175 0.0180887832783636 0.02845194502869 0.0677411928325591 0.0407085312342799 0.0543905431925177 0.0346803301350334 0.0184949440320443 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0327322575918484 -1 -1 0.123784890234194 0.168612017068067 0.0798893848262366 0.49189270228309 0.253449879922088 0.396420239579664 0.305269204529633 0.294989514972275 0.20587155256402 0.15654797471129 0.163921183502705 0.212361923172425 0.195892338214782 0.15620755217334 0.154694816688197 0.156340902347963 0.115659621256656 0.150321342592363 0.251738602004239 0.288037570643227 0.247177595887236 0.247853565603901 0.1615566222183 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0896515241131851 -1 -1 0.147095294810845 0.160856980316451 0.108659812170243 0.0647327084933566 0.212251853392285 0.22472248980871 0.272228407409361 0.241326310916574 0.225260106331412 0.158191677140206 0.174980476361098 0.177047278828606 0.180576623893211 0.176006238932777 0.182919782537053 0.187928598859078 0.142281420859842 0.143432330126345 0.209267193768219 0.216972028969065 0.205255900463599 0.213781193836306 0.174153122931575 
